fda_Sponsor,fda_ApplicationNumber,fda_SubmissionDates,fda_BrandNames,fda_GenericNames,fda_Substances,ct_Sponsor,ct_NCTId,ct_LastUpdateDate,ct_Phases,ct_InterventionName,ct_OtherNames
NOVARTIS,NDA022334,20090330,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01491672,2016-06-06,PHASE2,RAD001,Everolimus
NOVARTIS,NDA022334,20090330,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01169701,2015-12-07,PHASE4,Everolimus,Certican®
NOVARTIS,NDA022334,20090330,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00267189,2011-04-13,PHASE3,Everolimus,"Certican, RAD001, Neoral®/Prograf®"
NOVARTIS,NDA022334,20090330,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01017029,2015-01-12,PHASE4,Everolimus,
NOVARTIS,NDA022334,20090330,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01035229,2016-09-22,PHASE3,Everolimus,RAD001
NOVARTIS,NDA022334,20090330,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00124280,2016-11-18,PHASE2,RAD001,Everolimus
NOVARTIS,NDA022334,20090330,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01596062,2014-07-25,PHASE2,Certican®,Everolimus
NOVARTIS,NDA022334,20090330,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00377962,2020-07-30,PHASE4,Everolimus,Certican
NOVARTIS,NDA022334,20090330,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00965094,2014-08-15,PHASE4,Everolimus,Certican
NOVARTIS,NDA022334,20090330,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01743560,2019-07-18,PHASE4,RAD001,Everolimus
NOVARTIS,NDA022334,20090330,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00170820,2017-02-27,PHASE4,Everolimus,
NOVARTIS,NDA022334,20090330,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00634920,2014-08-13,PHASE4,everolimus,Certican
NOVARTIS,NDA022334,20090330,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00434174,2020-12-21,PHASE1,Everolimus,"RAD001, Affinitor"
NOVARTIS,NDA022334,20090330,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00300274,2012-08-16,PHASE3,everolimus,"Zortress®, Certican®"
NOVARTIS,NDA022334,20090330,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00466466,2020-12-21,PHASE1,Everolimus,RAD001
NOVARTIS,NDA022334,20090330,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01843348,2017-05-01,PHASE3,Everolimus,Certican
NOVARTIS,NDA022334,20090330,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01404325,2019-03-14,PHASE3,Everolimus,RAD001
NOVARTIS,NDA022334,20090330,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01275222,2021-06-25,"PHASE1, PHASE2",RAD001,everolimus
NOVARTIS,NDA022334,20090330,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00332839,2014-08-28,PHASE4,Everolimus,"RAD001, Certican"
NOVARTIS,NDA022334,20090330,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00093639,2013-05-01,"PHASE1, PHASE2",everolimus,
NOVARTIS,NDA022334,20090330,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00560963,2020-12-21,"PHASE1, PHASE2",everolimus,
NOVARTIS,NDA022334,20090330,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00767819,2019-04-01,PHASE2,Everolimus,RAD001
NOVARTIS,NDA022334,20090330,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01698918,2023-05-03,PHASE2,Everolimus,RAD001
NOVARTIS,NDA022334,20090330,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00790036,2017-07-12,PHASE3,Everolimus,RAD001
NOVARTIS,NDA022334,20090330,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT02842749,2024-03-15,PHASE4,everolimus,
NOVARTIS,NDA022334,20090330,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01854606,2020-12-19,PHASE1,Everolimus,RAD001
NOVARTIS,NDA022334,20090330,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01007942,2017-04-05,PHASE3,everolimus,RAD001
NOVARTIS,NDA022334,20090330,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01231659,2021-03-26,PHASE2,Everolimus,RAD001
NOVARTIS,NDA022334,20090330,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00107237,2013-06-12,"PHASE1, PHASE2",everolimus,RAD001
NOVARTIS,NDA022334,20090330,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT05252585,2024-10-21,PHASE4,Everolimus,RAD001
NOVARTIS,NDA022334,20090330,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT00412061,2014-11-21,PHASE3,Everolimus,RAD001
NOVARTIS,NDA022334,20090330,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01524783,2021-08-05,PHASE3,Everolimus,RAD001
NOVARTIS,NDA022334,20090330,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01374451,2016-12-20,PHASE2,Everolimus,RAD001
NOVARTIS,NDA022334,20090330,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT01563354,2021-04-02,PHASE2,Everolimus,RAD001
NOVARTIS,NDA022334,20090330,,['EVEROLIMUS'],[],Novartis Pharmaceuticals,NCT02077933,2020-12-08,PHASE1,everolimus,
PFIZER,NDA050711,19970516,,"['AZITHROMYCIN DIHYDRATE', 'AZITHROMYCIN']",[],Pfizer,NCT00649831,2008-10-21,PHASE3,Azithromycin,
PFIZER,NDA050711,19970516,,"['AZITHROMYCIN DIHYDRATE', 'AZITHROMYCIN']",[],Pfizer,NCT00000966,2008-08-26,PHASE1,Azithromycin,
PFIZER,NDA050711,19970516,,"['AZITHROMYCIN DIHYDRATE', 'AZITHROMYCIN']",[],Pfizer,NCT01919996,2016-08-05,PHASE2,Azithromycin,
PFIZER,NDA050711,19970516,,"['AZITHROMYCIN DIHYDRATE', 'AZITHROMYCIN']",[],Pfizer,NCT00002085,2005-06-24,NA,Azithromycin,
PFIZER,NDA050711,19970516,,"['AZITHROMYCIN DIHYDRATE', 'AZITHROMYCIN']",[],Pfizer,NCT00002309,2005-06-24,NA,Azithromycin,
PFIZER,NDA050711,19970516,,"['AZITHROMYCIN DIHYDRATE', 'AZITHROMYCIN']",[],Pfizer,NCT00137007,2011-04-22,PHASE4,Azithromycin,
PFIZER,NDA050711,19970516,,"['AZITHROMYCIN DIHYDRATE', 'AZITHROMYCIN']",[],Pfizer,NCT00809328,2011-05-19,PHASE3,Azithromycin,
PFIZER,NDA050711,19970516,,"['AZITHROMYCIN DIHYDRATE', 'AZITHROMYCIN']",[],Pfizer,NCT00002090,2005-06-24,NA,Azithromycin,
PFIZER,NDA050711,19970516,,"['AZITHROMYCIN DIHYDRATE', 'AZITHROMYCIN']",[],Pfizer,NCT01227395,2013-04-26,,Azithromycin,"Zithromac, Zithromax, Azithromycin"
PFIZER,NDA050711,19970516,,"['AZITHROMYCIN DIHYDRATE', 'AZITHROMYCIN']",[],Pfizer,NCT00002140,2005-06-24,PHASE3,Azithromycin,
PFIZER,NDA050711,19970516,,"['AZITHROMYCIN DIHYDRATE', 'AZITHROMYCIN']",[],Pfizer,NCT00002344,2005-06-24,PHASE1,Azithromycin,
PFIZER,NDA050711,19970516,,"['AZITHROMYCIN DIHYDRATE', 'AZITHROMYCIN']",[],Pfizer,NCT00002089,2005-06-24,NA,Azithromycin,
PFIZER,NDA050711,19970516,,"['AZITHROMYCIN DIHYDRATE', 'AZITHROMYCIN']",[],Pfizer,NCT00871494,2011-11-03,PHASE3,Azithromycin,
PFIZER,NDA050711,19970516,,"['AZITHROMYCIN DIHYDRATE', 'AZITHROMYCIN']",[],Pfizer,NCT00002082,2005-06-24,NA,Azithromycin,
PFIZER,NDA050711,19970516,,"['AZITHROMYCIN DIHYDRATE', 'AZITHROMYCIN']",[],Pfizer,NCT00002122,2005-06-24,PHASE3,Azithromycin,
PFIZER,NDA050711,19970516,,"['AZITHROMYCIN DIHYDRATE', 'AZITHROMYCIN']",[],Pfizer,NCT00002139,2005-06-24,PHASE1,Azithromycin,
PFIZER,NDA050711,19970516,,"['AZITHROMYCIN DIHYDRATE', 'AZITHROMYCIN']",[],Pfizer,NCT00939185,2010-03-30,,Azithromycin,Zithromax
PFIZER,NDA050711,19970516,,"['AZITHROMYCIN DIHYDRATE', 'AZITHROMYCIN']",[],Pfizer,NCT00002328,2005-06-24,NA,Azithromycin,
GILEAD,NDA050814,20100222,,['AZTREONAM'],[],Gilead Sciences,NCT03219164,2022-06-14,PHASE3,AZLI,"Cayston®, Aztreonam"
GILEAD,NDA050814,20100222,,['AZTREONAM'],[],Gilead Sciences,NCT00757237,2011-07-04,PHASE3,Aztreonam for Inhalation Solution (AZLI),"aztreonam, AZLI, inhaled antibiotic"
AMGEN,BLA125268,20080822,,['ROMIPLOSTIM'],[],Amgen,NCT00515203,2014-07-25,"PHASE1, PHASE2",AMG 531,romiplostim
AMGEN,BLA125268,20080822,,['ROMIPLOSTIM'],[],Amgen,NCT02279173,2022-06-23,PHASE3,Romiplostim,Nplate
AMGEN,BLA125268,20080822,,['ROMIPLOSTIM'],[],Amgen,NCT05323617,2023-09-29,PHASE2,Romiplostim,Nplate®
AMGEN,BLA125268,20080822,,['ROMIPLOSTIM'],[],Amgen,NCT00415532,2022-11-08,PHASE3,Romiplostim,AMG 531
AMGEN,BLA125268,20080822,,['ROMIPLOSTIM'],[],Amgen,NCT00907478,2022-09-21,PHASE4,romiplostim,Nplate®
AMGEN,BLA125268,20080822,,['ROMIPLOSTIM'],[],Amgen,NCT00413283,2013-10-24,PHASE2,Romiplostim,"AMG 531, Nplate®"
AMGEN,BLA125268,20080822,,['ROMIPLOSTIM'],[],Amgen,NCT03343847,2018-01-19,PHASE3,Romiplostim,
AMGEN,BLA125268,20080822,,['ROMIPLOSTIM'],[],Amgen,NCT03937154,2024-11-19,PHASE3,Romiplostim,Nplate
AMGEN,BLA125268,20080822,,['ROMIPLOSTIM'],[],Amgen,NCT00117143,2023-06-26,"PHASE1, PHASE2",Romiplostim,"AMG 531, NPLATE"
AMGEN,BLA125268,20080822,,['ROMIPLOSTIM'],[],Amgen,NCT01143038,2022-09-21,PHASE2,Romiplostim,"AMG 531, Nplate"
AMGEN,BLA125268,20080822,,['ROMIPLOSTIM'],[],Amgen,NCT00614523,2022-11-07,PHASE2,Romiplostim,
AMGEN,BLA125268,20080822,,['ROMIPLOSTIM'],[],Amgen,NCT00303472,2013-12-16,PHASE2,Romiplostim,"AMG 531, Nplate®"
AMGEN,BLA125268,20080822,,['ROMIPLOSTIM'],[],Amgen,NCT00508820,2022-11-14,PHASE3,Romiplostim,
AMGEN,BLA125268,20080822,,['ROMIPLOSTIM'],[],Amgen,NCT01444417,2017-02-09,PHASE3,Romiplostim,"AMG 531, Nplate®"
AMGEN,BLA125268,20080822,,['ROMIPLOSTIM'],[],Amgen,NCT00111475,2020-01-10,PHASE2,Romiplostim,"AMG 531, NPLATE"
AMGEN,BLA125268,20080822,,['ROMIPLOSTIM'],[],Amgen,NCT00116688,2013-12-18,PHASE3,Romiplostim,"AMG 531, Nplate"
AMGEN,BLA125268,20080822,,['ROMIPLOSTIM'],[],Amgen,NCT03362177,2024-09-24,PHASE3,Romiplostim,
AMGEN,BLA125268,20080822,,['ROMIPLOSTIM'],[],Amgen,NCT01071954,2020-01-18,PHASE3,Romiplostim,Nplate
BIOGEN INC,NDA204063,20130327,,['DIMETHYL FUMARATE'],[],Biogen,NCT01930708,2020-03-19,PHASE4,dimethyl fumarate,"Tecfidera, DMF, BG00012"
BIOGEN INC,NDA204063,20130327,,['DIMETHYL FUMARATE'],[],Biogen,NCT00420212,2015-01-26,PHASE3,BG00012,"dimethyl fumarate, Tecfidera®"
BIOGEN INC,NDA204063,20130327,,['DIMETHYL FUMARATE'],[],Biogen,NCT02969304,2017-07-19,,dimethyl fumarate,"Tecfidera, DMF, BG00012"
BIOGEN INC,NDA204063,20130327,,['DIMETHYL FUMARATE'],[],Biogen,NCT01911767,2022-06-21,,Dimethyl fumarate,"Tecfidera, BG00012, DMF"
BIOGEN INC,NDA204063,20130327,,['DIMETHYL FUMARATE'],[],Biogen,NCT04221191,2023-08-01,,Dimethyl Fumarate,Tecfidera®
BIOGEN INC,NDA204063,20130327,,['DIMETHYL FUMARATE'],[],Biogen,NCT01903291,2016-07-25,,dimethyl fumarate,"Tecfidera, BG00012, DMF"
BIOGEN INC,NDA204063,20130327,,['DIMETHYL FUMARATE'],[],Biogen,NCT02428231,2017-05-05,PHASE3,dimethyl fumarate,"DMF, Tecfidera, BG00012"
BIOGEN INC,NDA204063,20130327,,['DIMETHYL FUMARATE'],[],Biogen,NCT02525874,2019-06-27,PHASE3,dimethyl fumarate,"BG00012, Tecfidera, DMF"
BIOGEN INC,NDA204063,20130327,,['DIMETHYL FUMARATE'],[],Biogen,NCT02090348,2015-09-07,PHASE4,dimethyl fumarate,"DMF, BG00012, Tecfidera"
BIOGEN INC,NDA204063,20130327,,['DIMETHYL FUMARATE'],[],Biogen,NCT03870763,2023-06-15,PHASE3,Dimethyl Fumarate,"Tecfidera, BG00012"
BIOGEN INC,NDA204063,20130327,,['DIMETHYL FUMARATE'],[],Biogen,NCT01873417,2017-03-21,PHASE4,BG00012 (DMF),"Tecfidera, DMF, dimethyl fumarate"
BIOGEN INC,NDA204063,20130327,,['DIMETHYL FUMARATE'],[],Biogen,NCT02519413,2016-08-26,,dimethyl fumarate,"DMF; Tecfidera, BG00012"
BIOGEN INC,NDA204063,20130327,,['DIMETHYL FUMARATE'],[],Biogen,NCT05767736,2024-09-27,,Dimethyl Fumarate,"Tecfidera, DMF, BG00012"
BIOGEN INC,NDA204063,20130327,,['DIMETHYL FUMARATE'],[],Biogen,NCT02343159,2017-05-16,PHASE4,dimethyl fumarate,"Tecfidera, DMF, BG000012"
BIOGEN INC,NDA204063,20130327,,['DIMETHYL FUMARATE'],[],Biogen,NCT02410200,2017-10-23,PHASE2,dimethyl fumarate,"BG00012, DMF"
BIOGEN INC,NDA204063,20130327,,['DIMETHYL FUMARATE'],[],Biogen,NCT02430532,2017-04-26,PHASE3,dimethyl fumarate,"DMF, BG00012, Tecfidera"
BIOGEN INC,NDA204063,20130327,,['DIMETHYL FUMARATE'],[],Biogen,NCT01924832,2015-02-16,PHASE1,dimethyl fumarate,"DMF, Tecfidera, BG00012"
BIOGEN INC,NDA204063,20130327,,['DIMETHYL FUMARATE'],[],Biogen,NCT00451451,2015-01-26,PHASE3,BG00012,"dimethyl fumarate, Tecfidera®"
BIOGEN INC,NDA204063,20130327,,['DIMETHYL FUMARATE'],[],Biogen,NCT04756687,2023-10-23,,Dimethyl fumarate,
BIOGEN INC,NDA204063,20130327,,['DIMETHYL FUMARATE'],[],Biogen,NCT05658484,2024-09-05,PHASE4,Dimethyl fumarate,"Tecfidera, DMF, BG00012"
BIOGEN INC,NDA204063,20130327,,['DIMETHYL FUMARATE'],[],Biogen,NCT02472938,2015-12-28,PHASE4,dimethyl fumarate,"DMF, Tecfidera, BG00012"
BIOGEN INC,NDA204063,20130327,,['DIMETHYL FUMARATE'],[],Biogen,NCT02579681,2017-04-27,PHASE3,dimethyl fumarate,"Tecfidera, DMF, BG00012"
BIOGEN INC,NDA204063,20130327,,['DIMETHYL FUMARATE'],[],Biogen,NCT02323269,2016-04-08,,dimethyl fumarate,"DMF, BG00012, Tecfidera"
BIOGEN INC,NDA204063,20130327,,['DIMETHYL FUMARATE'],[],Biogen,NCT01838668,2018-11-20,PHASE3,dimethyl fumarate,"BG00012, Tecfidera, DMF"
BIOGEN INC,NDA204063,20130327,,['DIMETHYL FUMARATE'],[],Biogen,NCT02125604,2017-04-18,PHASE4,dimethyl fumarate,"BG00012, Tecfidera, DMF"
BIOGEN INC,NDA204063,20130327,,['DIMETHYL FUMARATE'],[],Biogen,NCT02471560,2021-09-05,PHASE4,dimethyl fumarate,"DMF, Tecfidera, BG00012"
BIOGEN INC,NDA204063,20130327,,['DIMETHYL FUMARATE'],[],Biogen,NCT02159573,2016-06-07,,dimethyl fumarate,"BG00012, Tecfidera, DMF"
BIOGEN INC,NDA204063,20130327,,['DIMETHYL FUMARATE'],[],Biogen,NCT03093324,2020-07-14,PHASE3,Dimethyl Fumarate,Tecfidera
BIOGEN INC,NDA204063,20130327,,['DIMETHYL FUMARATE'],[],Biogen,NCT02428218,2016-04-13,PHASE3,dimethyl fumarate,"BG00012, DMF"
BIOGEN INC,NDA204063,20130327,,['DIMETHYL FUMARATE'],[],Biogen,NCT02090413,2016-12-28,PHASE4,dimethyl fumarate,"BG00012, Tecfidera, DMF"
BIOGEN INC,NDA204063,20130327,,['DIMETHYL FUMARATE'],[],Biogen,NCT02097849,2017-06-02,PHASE2,dimethyl fumarate,"DMF, BG00012, Tecfidera"
BIOGEN INC,NDA204063,20130327,,['DIMETHYL FUMARATE'],[],Biogen,NCT00835770,2020-12-31,PHASE3,dimethyl fumarate,"BG00012, Tecfidera, DMF"
BIOGEN INC,NDA204063,20130327,,['DIMETHYL FUMARATE'],[],Biogen,NCT02555215,2019-11-22,PHASE3,dimethyl fumarate,"DMF, BG00012"
BIOGEN INC,NDA204063,20130327,,['DIMETHYL FUMARATE'],[],Biogen,NCT02410278,2020-03-31,PHASE4,dimethyl fumarate,"BG00012, Tecfidera, DMF"
BIOGEN INC,NDA204063,20130327,,['DIMETHYL FUMARATE'],[],Biogen,NCT01156311,2017-03-21,PHASE2,dimethyl fumarate,"Tecfidera, DMF, BG00012"
BIOGEN INC,NDA204063,20130327,,['DIMETHYL FUMARATE'],[],Biogen,NCT05658497,2024-06-24,,Dimethyl Fumarate,"Tecfidera, DMF, BG00012"
BIOGEN INC,NDA204063,20130327,,['DIMETHYL FUMARATE'],[],Biogen,NCT02047097,2023-05-24,,dimethyl fumarate,"Tecfidera, DMF, BG00012"
BIOGEN INC,NDA204063,20130327,,['DIMETHYL FUMARATE'],[],Biogen,NCT02283853,2024-09-19,PHASE3,dimethyl fumarate,"BG00012, Tecfidera"
ASTRAZENECA,NDA208065,20151113,,['OSIMERTINIB'],[],AstraZeneca,NCT06417814,2024-11-26,PHASE3,Osimertinib,"Tagrisso, AZD9291"
ASTRAZENECA,NDA208065,20151113,,['OSIMERTINIB'],[],AstraZeneca,NCT02151981,2023-09-13,PHASE3,Chemotherapy,"Osimertinib, Platinum-based Doublet-Chemotherapy"
ASTRAZENECA,NDA208065,20151113,,['OSIMERTINIB'],[],AstraZeneca,NCT05801029,2024-11-06,PHASE2,Osimertinib,
ASTRAZENECA,NDA208065,20151113,,['OSIMERTINIB'],[],AstraZeneca,NCT05546866,2024-10-15,PHASE2,Osimertinib,
ASTRAZENECA,NDA208065,20151113,,['OSIMERTINIB'],[],AstraZeneca,NCT05647122,2024-11-19,PHASE1,Osimertinib,
ASTRAZENECA,NDA208065,20151113,,['OSIMERTINIB'],[],AstraZeneca,NCT05629234,2024-10-02,PHASE3,Osimertinib,TAGRISSO
ASTRAZENECA,NDA208065,20151113,,['OSIMERTINIB'],[],AstraZeneca,NCT03133234,2018-11-20,,osimertinib,
ASTRAZENECA,NDA208065,20151113,,['OSIMERTINIB'],[],AstraZeneca,NCT05120349,2024-09-23,PHASE3,Osimertinib,AZD9291; TAGRISSO
ASTRAZENECA,NDA208065,20151113,,['OSIMERTINIB'],[],AstraZeneca,NCT06350097,2024-11-21,PHASE3,Osimertinib,"Osimertinib: AZD9291, Datopotamab Deruxtecan: Dato-DXd"
ASTRAZENECA,NDA208065,20151113,,['OSIMERTINIB'],[],AstraZeneca,NCT05103605,2024-10-15,,Osimertinib,TAGRISSO
ASTRAZENECA,NDA208065,20151113,,['OSIMERTINIB'],[],AstraZeneca,NCT05215951,2023-04-06,PHASE2,osimertinib,"AZD9291, Tagrisso"
ASTRAZENECA,NDA208065,20151113,,['OSIMERTINIB'],[],AstraZeneca,NCT03853551,2021-06-03,PHASE4,Osimertinib,
ASTRAZENECA,NDA208065,20151113,,['OSIMERTINIB'],[],AstraZeneca,NCT04351555,2024-11-27,PHASE3,Osimertinib,AZD9291; TAGRISSO
ASTRAZENECA,NDA208065,20151113,,['OSIMERTINIB'],[],AstraZeneca,NCT03944772,2024-07-17,PHASE2,Osimertinib,TAGRISSO
ASTRAZENECA,NDA208065,20151113,,['OSIMERTINIB'],[],AstraZeneca,NCT03239340,2024-10-21,PHASE2,Osimertinib,"TAGRISSO, AZD9291"
ASTRAZENECA,NDA208065,20151113,,['OSIMERTINIB'],[],AstraZeneca,NCT03778229,2024-07-05,PHASE2,osimertinib,
ASTRAZENECA,NDA208065,20151113,,['OSIMERTINIB'],[],AstraZeneca,NCT06194448,2024-11-25,PHASE2,Osimertinib,"Tagrisso, AZD9291"
ASTRAZENECA,NDA208065,20151113,,['OSIMERTINIB'],[],AstraZeneca,NCT03463525,2023-01-27,PHASE1,Osimertinib,"Tagrisso, AZD9291"
ASTRAZENECA,NDA208065,20151113,,['OSIMERTINIB'],[],AstraZeneca,NCT04035486,2024-10-15,PHASE3,Osimertinib,AZD9291
ASTRAZENECA,NDA208065,20151113,,['OSIMERTINIB'],[],AstraZeneca,NCT05261399,2024-11-05,PHASE3,Osimertinib,"AZD9291, Tagrisso"
ASTRAZENECA,NDA208065,20151113,,['OSIMERTINIB'],[],AstraZeneca,NCT03219970,2021-09-14,,Osimertinib,
ABBVIE,NDA208573,20160411,,['VENETOCLAX'],[],AbbVie,NCT03785184,2019-08-28,PHASE2,venetoclax,ABT-199
ABBVIE,NDA208573,20160411,,['VENETOCLAX'],[],AbbVie,NCT03941964,2023-03-20,PHASE3,Venetoclax,"ABT-199, VENCLEXTA, VENCLYXTO"
ABBVIE,NDA208573,20160411,,['VENETOCLAX'],[],AbbVie,NCT02942290,2024-07-05,PHASE1,Venetoclax,"ABT-199, GDC-0199, VENCLEXTA"
ABBVIE,NDA208573,20160411,,['VENETOCLAX'],[],AbbVie,NCT02993523,2024-06-27,PHASE3,Venetoclax,ABT-199
ABBVIE,NDA208573,20160411,,['VENETOCLAX'],[],AbbVie,NCT03539744,2024-07-19,PHASE3,Venetoclax,"ABT-199, GDC-0199"
ABBVIE,NDA208573,20160411,,['VENETOCLAX'],[],AbbVie,NCT03123029,2024-04-03,,Venetoclax,"ABT-199, GDC-0199"
ABBVIE,NDA208573,20160411,,['VENETOCLAX'],[],AbbVie,NCT02391480,2019-11-29,PHASE1,Venetoclax,Venclexta
ABBVIE,NDA208573,20160411,,['VENETOCLAX'],[],AbbVie,NCT02980731,2023-02-22,PHASE3,Venetoclax,"ABT-199, VENCLEXTA, VENCLYXTO"
ABBVIE,NDA208573,20160411,,['VENETOCLAX'],[],AbbVie,NCT02141282,2022-12-19,PHASE2,Venetoclax,"ABT-199, VENCLEXTA®"
ABBVIE,NDA208573,20160411,,['VENETOCLAX'],[],AbbVie,NCT03484520,2022-12-30,PHASE1,Venetoclax,"ABT-199, GDC-0199"
ABBVIE,NDA208573,20160411,,['VENETOCLAX'],[],AbbVie,NCT01794520,2023-04-10,"PHASE1, PHASE2",Venetoclax,"ABT-199, VENCLEXTA®"
ABBVIE,NDA208573,20160411,,['VENETOCLAX'],[],AbbVie,NCT04102020,2024-08-06,PHASE3,Venetoclax,"ABT-199, GDC-0199, Venclexta"
ABBVIE,NDA208573,20160411,,['VENETOCLAX'],[],AbbVie,NCT03000257,2022-04-14,PHASE1,Venetoclax,
ABBVIE,NDA208573,20160411,,['VENETOCLAX'],[],AbbVie,NCT03873857,2023-09-01,,Venetoclax,"Venclexta, ABT-199"
ABBVIE,NDA208573,20160411,,['VENETOCLAX'],[],AbbVie,NCT04401748,2024-06-20,PHASE3,Venetoclax,"ABT-199, GDC-0199, Venclexta"
ABBVIE,NDA208573,20160411,,['VENETOCLAX'],[],AbbVie,NCT03844048,2024-12-06,PHASE3,Venetoclax,"ABT-199, Venclexta"
ABBVIE,NDA208573,20160411,,['VENETOCLAX'],[],AbbVie,NCT04509622,2022-05-05,PHASE3,Venetoclax,"ABT-199, Venclexta"
ABBVIE,NDA208573,20160411,,['VENETOCLAX'],[],AbbVie,NCT04912063,2024-02-26,PHASE1,Venetoclax,"Venclexta, Venclyxto, ABT-199, GDC-0199"
ABBVIE,NDA208573,20160411,,['VENETOCLAX'],[],AbbVie,NCT03069352,2024-06-27,PHASE3,Venetoclax,"ABT-199, Venclexta"
ABBVIE,NDA208573,20160411,,['VENETOCLAX'],[],AbbVie,NCT04274907,2021-02-11,PHASE1,Venetoclax,"Venclexta, ABT-199"
ABBVIE,NDA208573,20160411,,['VENETOCLAX'],[],AbbVie,NCT03873493,2022-12-19,PHASE2,Venetoclax,"ABT-199, GDC-0199, Venclexta®, Venclyxto®"
ABBVIE,NDA208573,20160411,,['VENETOCLAX'],[],AbbVie,NCT02756611,2023-04-10,PHASE3,Venetoclax,"ABT-199, VENCLEXTA®"
ABBVIE,NDA208573,20160411,,['VENETOCLAX'],[],AbbVie,NCT02287233,2022-08-29,"PHASE1, PHASE2",Venetoclax,"GDC-0199, ABT-199, VENCLEXTA®"
ABBVIE,NDA208573,20160411,,['VENETOCLAX'],[],AbbVie,NCT05144243,2024-12-06,PHASE4,Venetoclax,"ABT-199, GDC-0199, Venclexta"
ABBVIE,NDA208573,20160411,,['VENETOCLAX'],[],AbbVie,NCT03441555,2022-02-01,PHASE1,Venetoclax,ABT-199
ABBVIE,NDA208573,20160411,,['VENETOCLAX'],[],AbbVie,NCT03314181,2024-06-17,PHASE2,Venetoclax,"ABT-199, Venclexta"
ABBVIE,NDA208573,20160411,,['VENETOCLAX'],[],AbbVie,NCT03592576,2024-05-06,,Venetoclax,"Venclexta, ABT-199, GDC-0199"
ABBVIE,NDA208573,20160411,,['VENETOCLAX'],[],AbbVie,NCT02265731,2021-08-02,"PHASE1, PHASE2",venetoclax,
ABBVIE,NDA208573,20160411,,['VENETOCLAX'],[],AbbVie,NCT02966782,2023-05-09,PHASE1,venetoclax,"ABT-199, GDC-0199"
ABBVIE,NDA208573,20160411,,['VENETOCLAX'],[],AbbVie,NCT03181126,2021-10-14,PHASE1,Venetoclax,ABT-199 GDC-0199
ABBVIE,NDA208573,20160411,,['VENETOCLAX'],[],AbbVie,NCT03236857,2023-05-22,PHASE1,venetoclax,"ABT-199, GDC-0199, Venclexta"
ABBVIE,NDA208573,20160411,,['VENETOCLAX'],[],AbbVie,NCT06070948,2024-06-21,PHASE1,Venetoclax,
ABBVIE,NDA208573,20160411,,['VENETOCLAX'],[],AbbVie,NCT04477486,2024-03-15,PHASE2,Venetoclax,"ABT-199, Venclexta, GDC-0199, Venclyxto"
ABBVIE,NDA208573,20160411,,['VENETOCLAX'],[],AbbVie,NCT01889186,2021-12-16,PHASE2,ABT-199 (Main Cohort),"Venetoclax, GDC-0199"
ABBVIE,NDA208573,20160411,,['VENETOCLAX'],[],AbbVie,NCT01889186,2021-12-16,PHASE2,ABT-199 (Safety Expansion Cohort),"Venetoclax, GDC-0199"
ABBVIE,NDA208573,20160411,,['VENETOCLAX'],[],AbbVie,NCT03567616,2021-06-30,PHASE2,Venetoclax,"ABT-199, GDC-0199, Venclexta"
ABBVIE,NDA208573,20160411,,['VENETOCLAX'],[],AbbVie,NCT01682616,2023-06-06,PHASE1,ABT-199,venetoclax
