nct_id,brief_title,sponsor_name,phases,has_results,overall_status,primary_completion_date,study_first_post_date,url,clean_primary_completion_date,is_phase4
NCT03392779,"Study in Chinese Healthy Adults to Evaluate the Safety, Tolerability and Pharmacokinetics on ZSP1601, and the Effect of Food on ZSP1601 Pharmacokinetics","Guangdong Zhongsheng Pharmaceutical Co., Ltd.",['PHASE1'],False,COMPLETED,2018-12-21,2018-01-08,https://clinicaltrials.gov/study/NCT03392779,2018-12-21,0
NCT01696279,"A Study to Assess the Pharmacokinetics of Lanthanum Carbonate, Investigate and Compare the Efficacy, Safety and Tolerability of Lanthanum Carbonate With Calcium Carbonate in Hyperphosphataemic Children and Adolescents With Chronic Kidney Disease on Dialysis",Shire,['PHASE2'],True,COMPLETED,2018-11-16,2012-10-01,https://clinicaltrials.gov/study/NCT01696279,2018-11-16,0
NCT05653479,Safety and Blood Levels After a Single Injection of UPB-101 in Healthy Japanese and Non-Japanese Non-East Asian Adults,Upstream Bio Inc.,['PHASE1'],True,COMPLETED,2023-04-07,2022-12-16,https://clinicaltrials.gov/study/NCT05653479,2023-04-07,0
NCT04293679,"Open Label, Dose Escalation Study for the Safety and Efficacy of STP705 in Adult Patients With isSCC",Sirnaomics,"['PHASE1', 'PHASE2']",False,COMPLETED,2020-10-21,2020-03-03,https://clinicaltrials.gov/study/NCT04293679,2020-10-21,0
NCT04475679,Clinical Evaluation of Adhese Universal DC in the Indirect Restorative Therapy,Ivoclar Vivadent AG,['NA'],False,ACTIVE_NOT_RECRUITING,2021-07-12,2020-07-17,https://clinicaltrials.gov/study/NCT04475679,2021-07-12,0
NCT05951179,Safety and Efficacy Study of Intravesical Instillation of TARA-002 in Adults with High-grade Non-muscle Invasive Bladder Cancer,Protara Therapeutics,['PHASE2'],False,RECRUITING,2030-05,2023-07-18,https://clinicaltrials.gov/study/NCT05951179,2030-05-01,0
NCT05056779,Efficacy and Safety of Nemolizumab in Subjects With Moderate-to-Severe Atopic Dermatitis With Inadequate Response to or for Whom Cyclosporine A is Not Medically Advisable,Galderma R&D,['PHASE3'],False,WITHDRAWN,2023-07,2021-09-27,https://clinicaltrials.gov/study/NCT05056779,2023-07-01,0
NCT04337879,A Study of AL2846 Capsule Combined With Standard Chemotherapy Regimen in Subjects With Advanced Colorectal Cancer,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.","['PHASE1', 'PHASE2']",False,UNKNOWN,2020-12-31,2020-04-08,https://clinicaltrials.gov/study/NCT04337879,2020-12-31,0
NCT05437679,Characterization of Circulating Tumor Cells (CTCs) in High Risk and Early Metastatic Prostate Cancer Patients Using Parsortix® System,Angle plc,Unknown,False,TERMINATED,2023-08-22,2022-06-29,https://clinicaltrials.gov/study/NCT05437679,2023-08-22,0
NCT06623279,Open-laBel Dose-escalation Study for CRISPR/cas13- Rna TargetInG THerapy for the Treatment of Neovascular Age-related Macular Degeneration in Phase I Trial,"HuidaGene Therapeutics Co., Ltd.",['PHASE1'],False,NOT_YET_RECRUITING,2027-02-01,2024-10-02,https://clinicaltrials.gov/study/NCT06623279,2027-02-01,0
NCT06601179,"Evaluating the Safety and Efficacy of the ""HIFU"" High-intensity Focused Ultrasound Treatment of Benign Prostatic Hyperplasia;",EDAP TMS S.A.,['NA'],False,RECRUITING,2028-08-31,2024-09-19,https://clinicaltrials.gov/study/NCT06601179,2028-08-31,0
NCT06612879,A Study to Find Out How BIIB141 (Omaveloxolone) Moves From the Blood Into the Breastmilk of Healthy Women Who Are Breastfeeding or Pumping Milk,"Reata, a wholly owned subsidiary of Biogen",['PHASE1'],False,RECRUITING,2025-04-09,2024-09-25,https://clinicaltrials.gov/study/NCT06612879,2025-04-09,0
NCT02226679,An Open Label Rollover Trial for Patients Randomized to the Control Group of Study LSH-10-001,"LoneStar Heart, Inc.",['NA'],False,UNKNOWN,2016-04,2014-08-27,https://clinicaltrials.gov/study/NCT02226679,2016-04-01,0
NCT03071679,Topical Challenge With Omiganan and Imiquimod in Healthy Volunteers,"Maruho Co., Ltd.",['PHASE1'],False,COMPLETED,2017-03-07,2017-03-07,https://clinicaltrials.gov/study/NCT03071679,2017-03-07,0
NCT03423979,Optilume™ BPH Prostatic Drug Coated Balloon Dilation Catheter,Urotronic Inc.,['PHASE2'],True,COMPLETED,2019-06-04,2018-02-06,https://clinicaltrials.gov/study/NCT03423979,2019-06-04,0
NCT04149379,Hyperbaric Oxygen Therapy After Stroke - PILOT,Norwegian Underwater Intervention (NUI),['PHASE2'],False,WITHDRAWN,2021-08-31,2019-11-04,https://clinicaltrials.gov/study/NCT04149379,2021-08-31,0
NCT02073279,Efficacy and Safety Study of Satralizumab (SA237) as Monotherapy to Treat Participants With Neuromyelitis Optica (NMO) and Neuromyelitis Optica Spectrum Disorder (NMOSD),Hoffmann-La Roche,['PHASE3'],True,COMPLETED,2018-10-12,2014-02-27,https://clinicaltrials.gov/study/NCT02073279,2018-10-12,0
NCT04811079,The Role of Spectral Filtering in a Spectrally Adjustable Ocular Photosensitivity Analyzer,"Johnson & Johnson Vision Care, Inc.",['NA'],False,COMPLETED,2022-05-16,2021-03-23,https://clinicaltrials.gov/study/NCT04811079,2022-05-16,0
NCT04484779,A Study of an Insulin Management System in Participants With Type 1 or Type 2 Diabetes,Eli Lilly and Company,['NA'],False,COMPLETED,2020-12-22,2020-07-24,https://clinicaltrials.gov/study/NCT04484779,2020-12-22,0
NCT03652779,A Study to Evaluate the Safety and Tolerability of Tecarfarin in Healthy Chinese Volunteers,Lee's Pharmaceutical Limited,['PHASE1'],False,COMPLETED,2019-10-28,2018-08-29,https://clinicaltrials.gov/study/NCT03652779,2019-10-28,0
NCT01480479,Phase III Study of Rindopepimut/GM-CSF in Patients With Newly Diagnosed Glioblastoma,Celldex Therapeutics,['PHASE3'],False,COMPLETED,2016-11,2011-11-29,https://clinicaltrials.gov/study/NCT01480479,2016-11-01,0
NCT02394379,Post Approval Study to Evaluate the Trulign™ Toric Posterior Chamber IOL,Bausch & Lomb Incorporated,Unknown,False,COMPLETED,2019-08-05,2015-03-20,https://clinicaltrials.gov/study/NCT02394379,2019-08-05,0
NCT03495479,Aneustat Treatment of Localized Prostate Cancer Under Active Surveillance,"Omnitura Therapeutics, Inc.",Unknown,False,WITHDRAWN,2028-01,2018-04-12,https://clinicaltrials.gov/study/NCT03495479,2028-01-01,0
NCT04473079,Efficacy and Safety of Lacidofil® STRONG as an Adjuvant for Helicobacter Pylori Treatment in Non-ulcer Dyspepsia,Lallemand Health Solutions,"['PHASE2', 'PHASE3']",False,COMPLETED,2022-06-17,2020-07-16,https://clinicaltrials.gov/study/NCT04473079,2022-06-17,0
NCT06096779,"A Study Evaluating Atezolizumab, With or Without Bevacizumab, in Patients With Unresectable Hepatocellular Carcinoma and Child-Pugh B7 and B8 Cirrhosis","Genentech, Inc.",['PHASE2'],False,RECRUITING,2026-05-02,2023-10-24,https://clinicaltrials.gov/study/NCT06096779,2026-05-02,0
NCT02919579,A Study to Evaluate the Effects of a Single-Dose and Repeat-Administration of Intranasal Esketamine on On-Road Driving in Participants With Major Depressive Disorder,"Janssen Research & Development, LLC",['PHASE1'],False,COMPLETED,2018-06-29,2016-09-29,https://clinicaltrials.gov/study/NCT02919579,2018-06-29,0
NCT04926779,Study Utilizing BIOZEK COVID-19 Antigen Rapid Test,Mach-E B.V.,['NA'],True,COMPLETED,2022-11-04,2021-06-15,https://clinicaltrials.gov/study/NCT04926779,2022-11-04,0
NCT02360579,"Study of Lifileucel (LN-144), Autologous Tumor Infiltrating Lymphocytes, in the Treatment of Patients With Metastatic Melanoma","Iovance Biotherapeutics, Inc.",['PHASE2'],False,ACTIVE_NOT_RECRUITING,2025-01-15,2015-02-10,https://clinicaltrials.gov/study/NCT02360579,2025-01-15,0
NCT06182579,Phase I Study of RiMO-401 With Radiation in Advanced Tumors,"Coordination Pharmaceuticals, Inc.",['PHASE1'],False,RECRUITING,2026-01,2023-12-27,https://clinicaltrials.gov/study/NCT06182579,2026-01-01,0
NCT04783779,Evaluation of STARgraft-2 for Hemodialysis Access,Healionics Corporation,['NA'],False,COMPLETED,2022-06-01,2021-03-05,https://clinicaltrials.gov/study/NCT04783779,2022-06-01,0
NCT04480879,Evaluation of AZD8154 Concentrations in Blood,AstraZeneca,['PHASE1'],False,TERMINATED,2020-09-02,2020-07-21,https://clinicaltrials.gov/study/NCT04480879,2020-09-02,0
NCT03109379,Safety and Tolerability of TAR-302-5018 in Subjects With Idiopathic Overactive Bladder,Taris Biomedical LLC,['PHASE1'],False,COMPLETED,2019-09-27,2017-04-12,https://clinicaltrials.gov/study/NCT03109379,2019-09-27,0
NCT05232279,Effect of Testofen on Erectile Function in an Adult Male Population,RDC Clinical Pty Ltd,['PHASE3'],False,RECRUITING,2025-06-30,2022-02-09,https://clinicaltrials.gov/study/NCT05232279,2025-06-30,0
NCT04457479,APERIO® HYBRID Thrombectomy Device for Flow Restoration in Vessels of Patients Experiencing Acute Ischemic Stroke,Acandis GmbH,Unknown,False,COMPLETED,2023-01-16,2020-07-07,https://clinicaltrials.gov/study/NCT04457479,2023-01-16,0
NCT04565379,Clinical Trial to Investigate the Efficacy and Safety of NuSepin® in COVID-19 Pneumonia Patients,Shaperon,['PHASE2'],False,COMPLETED,2021-04-13,2020-09-25,https://clinicaltrials.gov/study/NCT04565379,2021-04-13,0
NCT06360679,Clinical Feasibility Study of the BariTon™ System in Obese or Overweight Patients.,BariaTek Medical,['NA'],False,RECRUITING,2024-10-01,2024-04-11,https://clinicaltrials.gov/study/NCT06360679,2024-10-01,0
NCT03301779,Clinical Investigation to Evaluate the Hemanext® Oxygen Reduction System - Pivotal Trial,Hemanext,['PHASE2'],True,COMPLETED,2019-03-06,2017-10-04,https://clinicaltrials.gov/study/NCT03301779,2019-03-06,0
NCT04483479,"Orally Administered ENT-01 for Parkinson's Disease-Related Constipation Follow-on Safety ""Roll-over"" Study (Rollover)",Enterin Inc.,['PHASE2'],True,TERMINATED,2022-02-17,2020-07-23,https://clinicaltrials.gov/study/NCT04483479,2022-02-17,0
NCT06178679,Safety and Efficacy of ST-100 (Vezocolmitide) Ophthalmic Solution 60 μg/ml Ophthalmic Solution in Subjects Diagnosed With Dry Eye Disease (DED),"ORA, Inc.",['PHASE3'],False,RECRUITING,2024-06-30,2023-12-21,https://clinicaltrials.gov/study/NCT06178679,2024-06-30,0
NCT05516979,A Safety & Efficacy Study of Treatment With AP1189 in Rheumatoid Arthritis Patients naïve to DMARD Treatment,SynAct Pharma Aps,['PHASE2'],False,COMPLETED,2023-07-20,2022-08-26,https://clinicaltrials.gov/study/NCT05516979,2023-07-20,0
NCT06092879,Asciminib Prospective Non Interventional Study as 3rd Line Therapy or More to Treat Adult Patients With CML- CP in Real World Setting in France,Novartis Pharmaceuticals,Unknown,False,RECRUITING,2026-12-15,2023-10-23,https://clinicaltrials.gov/study/NCT06092879,2026-12-15,0
NCT03937479,Study Investigating the Effect of 4 Doses of RPL554 Given in Addition to Tiotropium to Patients With COPD,Verona Pharma plc,['PHASE2'],True,COMPLETED,2019-11-15,2019-05-03,https://clinicaltrials.gov/study/NCT03937479,2019-11-15,0
NCT06034379,Electronic Spectacles Versus Low Dose Atropine in Young Myopes,Kubota Vision Inc.,['NA'],False,NOT_YET_RECRUITING,2025-03,2023-09-13,https://clinicaltrials.gov/study/NCT06034379,2025-03-01,0
NCT05431179,A Study of Zilovertamab and Ibrutinib in Patients With Relapsed or Refractory Mantle Cell Lymphoma,"Oncternal Therapeutics, Inc",['PHASE3'],False,WITHDRAWN,2026-11,2022-06-24,https://clinicaltrials.gov/study/NCT05431179,2026-11-01,0
NCT05737979,Modified Rekovelle and Menopur Combination Protocol to Avoid Monitoring Before Day 10 of Stimulation,Clinique Ovo,Unknown,False,COMPLETED,2023-11-30,2023-02-21,https://clinicaltrials.gov/study/NCT05737979,2023-11-30,0
NCT06222879,Study of HRS-8080 or SHR-A2009 Combined With Anti-tumor Therapy in Patients With Unresectable or Metastatic Breast Cancer,"Shandong Suncadia Medicine Co., Ltd.","['PHASE1', 'PHASE2']",False,NOT_YET_RECRUITING,2026-10-31,2024-01-25,https://clinicaltrials.gov/study/NCT06222879,2026-10-31,0
NCT02420379,Safety Study of Eteplirsen to Treat Early Stage Duchenne Muscular Dystrophy,"Sarepta Therapeutics, Inc.",['PHASE2'],True,COMPLETED,2018-12-17,2015-04-17,https://clinicaltrials.gov/study/NCT02420379,2018-12-17,0
NCT05897879,Impact of Bacterial Expression and Immune Response in the Severity of Pertussis,Institut Pasteur,['NA'],False,RECRUITING,2025-11-16,2023-06-09,https://clinicaltrials.gov/study/NCT05897879,2025-11-16,0
NCT04848779,A Prospective Study to Observe & Describe Clinical Outcomes of Alglucosidase Alfa Treatment in Patients ≤6 Months of Age With Infantile-onset Pompe Disease (IOPD),Sanofi,Unknown,False,RECRUITING,2026-03-30,2021-04-19,https://clinicaltrials.gov/study/NCT04848779,2026-03-30,0
NCT02161679,Phase II Study of IMMU-132 Alone or in Combination With Carboplatin in Patients With Triple-Negative Breast Cancer,Gilead Sciences,['PHASE2'],False,WITHDRAWN,2016-08,2014-06-12,https://clinicaltrials.gov/study/NCT02161679,2016-08-01,0
NCT05929079,A Study of Retatrutide (LY3437943) in Participants With Type 2 Diabetes Mellitus Who Have Obesity or Overweight,Eli Lilly and Company,['PHASE3'],False,ACTIVE_NOT_RECRUITING,2026-05-03,2023-07-03,https://clinicaltrials.gov/study/NCT05929079,2026-05-03,0
NCT06264479,Prospective Evaluation of AI R&D Tool for Patient Stratification: a Trial for Renal Immuno-oncology Model Experimental Evaluation 2,"Ourotech, Inc.",Unknown,False,NOT_YET_RECRUITING,2028-09-30,2024-02-20,https://clinicaltrials.gov/study/NCT06264479,2028-09-30,0
NCT02628379,Outcomes of FoundationOne Directed Therapy in Cancer of Unknown Primary,Foundation Medicine,Unknown,False,COMPLETED,2017-03,2015-12-11,https://clinicaltrials.gov/study/NCT02628379,2017-03-01,0
NCT01726179,Efficacy of Proximal Caries Infiltration,DMG Dental Material Gesellschaft mbH,['NA'],False,COMPLETED,2017-12,2012-11-14,https://clinicaltrials.gov/study/NCT01726179,2017-12-01,0
NCT04886479,Comparing Silicone Hydrogel Contact Lens Wearers to Hydrogel Contact Lens Wearers and Non-lens Wearers,"Coopervision, Inc.",['NA'],True,COMPLETED,2022-10-07,2021-05-14,https://clinicaltrials.gov/study/NCT04886479,2022-10-07,0
NCT06415279,A Study to Evaluate the Reduction in Sebum (Skin Oil) Induced by Clascoterone Cream 1% in Acne Patients,Sun Pharmaceutical Industries Limited,['PHASE4'],False,ACTIVE_NOT_RECRUITING,2025-02,2024-05-16,https://clinicaltrials.gov/study/NCT06415279,2025-02-01,1
NCT05835479,Rezafungin for Treatment of Pneumocystis Pneumonia in HIV Adults,Mundipharma Research Limited,['PHASE2'],False,RECRUITING,2024-10,2023-04-28,https://clinicaltrials.gov/study/NCT05835479,2024-10-01,0
NCT02460679,Safety and Biomarker Study of EPI-589 in Participants With Amyotrophic Lateral Sclerosis (ALS),PTC Therapeutics,['PHASE2'],True,COMPLETED,2018-02-23,2015-06-02,https://clinicaltrials.gov/study/NCT02460679,2018-02-23,0
NCT03574779,A Study to Evaluate the Efficacy and Safety of Novel Treatment Combinations in Participants With Ovarian Cancer,"Tesaro, Inc.",['PHASE2'],False,ACTIVE_NOT_RECRUITING,2025-08-20,2018-07-02,https://clinicaltrials.gov/study/NCT03574779,2025-08-20,0
NCT03872479,Single Ascending Dose Study in Participants With LCA10,"Editas Medicine, Inc.","['PHASE1', 'PHASE2']",False,ACTIVE_NOT_RECRUITING,2025-05-23,2019-03-13,https://clinicaltrials.gov/study/NCT03872479,2025-05-23,0
NCT03049579,Immune System Stimulation by Probiotic Food Supplementation,"Hangzhou Wei Chuan Foods Co., Ltd.",['NA'],False,COMPLETED,2016-04-10,2017-02-10,https://clinicaltrials.gov/study/NCT03049579,2016-04-10,0
NCT06430879,Performance Output With Haptics - Evaluating Athlete Response and Unrealized Potential,SuperPatch Limited LLC,['NA'],False,NOT_YET_RECRUITING,2024-09-01,2024-05-28,https://clinicaltrials.gov/study/NCT06430879,2024-09-01,0
NCT02221479,Plerixafor Plus Granulocyte Colony-stimulating Factor (G-CSF) For Mobilization And Collection Of Peripheral Hematopoietic Stem Cells In Japanese Participants With Multiple Myeloma,"Genzyme, a Sanofi Company",['PHASE2'],False,COMPLETED,2015-07,2014-08-20,https://clinicaltrials.gov/study/NCT02221479,2015-07-01,0
NCT03817879,Double-lumen Tubes (DLT) - Health Economic Study,Ambu A/S,['NA'],True,COMPLETED,2019-01-31,2019-01-28,https://clinicaltrials.gov/study/NCT03817879,2019-01-31,0
NCT03006679,A Study of Meropenem-Vaborbactam Versus Piperacillin/Tazobactam in Participants With Hospital-Acquired and Ventilator-Associated Bacterial Pneumonia,"Melinta Therapeutics, Inc.",['PHASE3'],False,WITHDRAWN,2020-06,2016-12-30,https://clinicaltrials.gov/study/NCT03006679,2020-06-01,0
NCT05336279,Bioequivalence Study of Famitinib Malate in Healthy Volunteers Under Fasting Condition,"Jiangsu HengRui Medicine Co., Ltd.",['PHASE1'],False,COMPLETED,2022-05-27,2022-04-20,https://clinicaltrials.gov/study/NCT05336279,2022-05-27,0
NCT02888379,Phase 2a Study to Evaluate the Safety/Tolerability and Efficacy of TOP1288 200 mg Rectal Solution Once Daily for 4 Weeks in Ulcerative Colitis,Topivert Pharma Ltd,['PHASE2'],False,COMPLETED,2017-06-28,2016-09-05,https://clinicaltrials.gov/study/NCT02888379,2017-06-28,0
NCT03561779,Clinical Trial of YYD302 (Phase3) for Treatment of Osteoarthritis of the Knee,"Yooyoung Pharmaceutical Co., Ltd.",['PHASE3'],False,COMPLETED,2019-06-14,2018-06-19,https://clinicaltrials.gov/study/NCT03561779,2019-06-14,0
NCT03410979,"A Study to Assess Safety, Tolerability and Pharmacokinetics of GLPG2737 in Healthy Subjects",Galapagos NV,['PHASE1'],False,COMPLETED,2017-08-15,2018-01-25,https://clinicaltrials.gov/study/NCT03410979,2017-08-15,0
NCT00862979,"A Study Investigating the Renal Tolerability, Efficacy, and Safety of a CNI-free Versus a Standard Regimen in de Novo Heart Transplant (HTx) Recipients",Novartis Pharmaceuticals,['PHASE4'],True,COMPLETED,2017-03-06,2009-03-17,https://clinicaltrials.gov/study/NCT00862979,2017-03-06,1
NCT02918279,Effect of Liraglutide for Weight Management in Pubertal Adolescent Subjects With Obesity,Novo Nordisk A/S,['PHASE3'],True,COMPLETED,2019-02-14,2016-09-28,https://clinicaltrials.gov/study/NCT02918279,2019-02-14,0
NCT03706079,"Extension Study to Evaluate the Safety and Tolerability of Tezepelumab in Adults and Adolescents With Severe, Uncontrolled Asthma",AstraZeneca,['PHASE3'],True,COMPLETED,2021-10-26,2018-10-15,https://clinicaltrials.gov/study/NCT03706079,2021-10-26,0
NCT05043779,Evaluation of Preoperative Nasoendoscopy to Predict Difficult Intubation,Hamad Medical Corporation,['NA'],False,UNKNOWN,2022-03-01,2021-09-14,https://clinicaltrials.gov/study/NCT05043779,2022-03-01,0
NCT02283879,Human Umbilical Cord Mesenchymal Stem Cell in Cerebral Hemorrhage Sequela,"Shenzhen Hornetcorn Bio-technology Company, LTD",['PHASE1'],False,UNKNOWN,2016-12,2014-11-05,https://clinicaltrials.gov/study/NCT02283879,2016-12-01,0
NCT06095479,Ultrasound Liver Fat Quantification on Pediatric Patients,"Philips (China) Investment CO., LTD",['NA'],False,RECRUITING,2024-06-30,2023-10-23,https://clinicaltrials.gov/study/NCT06095479,2024-06-30,0
NCT05650879,ELVN-002 in HER2 Mutant Non-Small Cell Lung Cancer,Enliven Therapeutics,['PHASE1'],False,RECRUITING,2026-07,2022-12-14,https://clinicaltrials.gov/study/NCT05650879,2026-07-01,0
NCT02933879,"Randomized, Placebo-Controlled, Double-Blind, Parallel-Group, Multi-Site Phase 2b Clinical Study",Taro Pharmaceuticals USA,['PHASE2'],True,COMPLETED,2018-03-06,2016-10-14,https://clinicaltrials.gov/study/NCT02933879,2018-03-06,0
NCT03446079,Relationship of Skin Related SNP to Topical Skin Care Product,HelicalCodeMD,['NA'],False,COMPLETED,2019-01-31,2018-02-26,https://clinicaltrials.gov/study/NCT03446079,2019-01-31,0
NCT04107779,Changes in Biomarkers of Cigarette Smoke Exposure After Switching Either Exclusively or Partly to JUUL ENDS,"Juul Labs, Inc.",['NA'],False,COMPLETED,2020-02-17,2019-09-27,https://clinicaltrials.gov/study/NCT04107779,2020-02-17,0
NCT03197779,"A Short and Long Intravenous Infusion Study to Evaluate the Safety, Pharmacokinetics, and Pharmacodynamics of BMS-962212 in Healthy Subjects",Bristol-Myers Squibb,['PHASE1'],False,COMPLETED,2016-02-02,2017-06-23,https://clinicaltrials.gov/study/NCT03197779,2016-02-02,0
NCT06369779,Clinical Evaluation of a New Flowable and a New Sculptable Universal Bulk-fill Composite for Direct Restorative Treatment,Ivoclar Vivadent AG,['NA'],False,RECRUITING,2024-12,2024-04-17,https://clinicaltrials.gov/study/NCT06369779,2024-12-01,0
NCT04968379,"Safety, Tolerability, PK and PD of Intravenous Ferric Carboxymaltose in Infants With Iron Deficiency Anemia","American Regent, Inc.",['PHASE2'],False,WITHDRAWN,2024-10-08,2021-07-20,https://clinicaltrials.gov/study/NCT04968379,2024-10-08,0
NCT01285479,The Gilenya Pregnancy Registry,Novartis Pharmaceuticals,Unknown,False,RECRUITING,2031-01-02,2011-01-28,https://clinicaltrials.gov/study/NCT01285479,2031-01-02,0
NCT04057079,Comparing Anugel With Gelatine Sponges for Pain Management After Hemoroidectomy,Deep Life Medical Ltd,['PHASE2'],False,COMPLETED,2018-07-09,2019-08-15,https://clinicaltrials.gov/study/NCT04057079,2018-07-09,0
NCT02204579,A Study to Determine the Effects of NPSP795 on the Calcium-sensing Receptor in Subjects With Autosomal Dominant Hypocalcemia as Measured by PTH Levels and Blood Calcium Concentrations,Shire,['PHASE2'],True,COMPLETED,2015-05-04,2014-07-30,https://clinicaltrials.gov/study/NCT02204579,2015-05-04,0
NCT03734679,Safety and Efficacy of the SurVeil™ Drug-Coated Balloon (AVess FIH),"SurModics, Inc.",['NA'],True,ACTIVE_NOT_RECRUITING,2020-02-19,2018-11-08,https://clinicaltrials.gov/study/NCT03734679,2020-02-19,0
NCT04852679,Study to Assess the Efficacy and Safety of Lanreotide Autogel® in Chinese Participants With GEP-NETs,Ipsen,['PHASE3'],True,COMPLETED,2022-06-10,2021-04-21,https://clinicaltrials.gov/study/NCT04852679,2022-06-10,0
NCT06238479,"A Study of LY4101174 in Participants With Recurrent, Advanced or Metastatic Solid Tumors",Eli Lilly and Company,['PHASE1'],False,RECRUITING,2026-08-26,2024-02-02,https://clinicaltrials.gov/study/NCT06238479,2026-08-26,0
NCT04233879,"Study of Doravirine/Islatravir (DOR/ISL 100 mg/0.75 mg) to Evaluate the Antiretroviral Activity, Safety, and Tolerability in Treatment-Naïve Participants With Human Immunodeficiency Virus Type 1 (HIV-1) Infection (MK-8591A-020)",Merck Sharp & Dohme LLC,['PHASE3'],True,ACTIVE_NOT_RECRUITING,2022-11-17,2020-01-18,https://clinicaltrials.gov/study/NCT04233879,2022-11-17,0
NCT04179279,Comparative Analysis of a Non-contact Respiratory and Heart Rate Monitor Vs. a Conventional Clinically Validated Reference Monitor,ContinUse Biometrics Ltd.,Unknown,False,COMPLETED,2020-01-27,2019-11-27,https://clinicaltrials.gov/study/NCT04179279,2020-01-27,0
NCT02715479,A Study to Evaluate the Effect of BMS-955176 on Pharmacokinetics of Dolutegravir and the Effect of Dolutegravir on the Pharmacokinetics of BMS-955176,ViiV Healthcare,['PHASE1'],False,COMPLETED,2016-05,2016-03-22,https://clinicaltrials.gov/study/NCT02715479,2016-05-01,0
NCT01792479,A Phase 2 Study to Determine the Safety and Efficacy of BIND-014 (Docetaxel Nanoparticles for Injectable Suspension) as Second-line Therapy to Patients With Non-Small Cell Lung Cancer,BIND Therapeutics,['PHASE2'],False,COMPLETED,2016-04,2013-02-15,https://clinicaltrials.gov/study/NCT01792479,2016-04-01,0
NCT06335979,An Ascending Dose Study of PIT565 in Participants With Systemic Lupus Erythematosus (SLE).,Novartis Pharmaceuticals,['PHASE1'],False,RECRUITING,2027-07-08,2024-03-28,https://clinicaltrials.gov/study/NCT06335979,2027-07-08,0
NCT03106779,"Study of Efficacy of CML-CP Patients Treated With ABL001 Versus Bosutinib, Previously Treated With 2 or More TKIs",Novartis Pharmaceuticals,['PHASE3'],True,ACTIVE_NOT_RECRUITING,2020-05-25,2017-04-10,https://clinicaltrials.gov/study/NCT03106779,2020-05-25,0
NCT06169579,"An Open-label, Phase 1 Study to Determine the Maximum Tolerated Dose of ND-003 in Patients With Advanced Solid Cancers","Shenzhen NewDEL Biotech, Co., Ltd",['PHASE1'],False,ENROLLING_BY_INVITATION,2025-12,2023-12-13,https://clinicaltrials.gov/study/NCT06169579,2025-12-01,0
NCT06503679,"A Drug-drug Interaction Study Evaluating the Perpetrator Potential of LY4100511 (DC-853) on Midazolam, Repaglinide, Digoxin, Rosuvastatin in Healthy Participants","DICE Therapeutics, Inc., a wholly owned subsidiary of Eli Lilly and Company",['PHASE1'],False,RECRUITING,2024-12-31,2024-07-16,https://clinicaltrials.gov/study/NCT06503679,2024-12-31,0
NCT03880279,Autologous TAC T Cells Targeting CD19 in R/R Large B-Cell Lymphoma,"Triumvira Immunologics, Inc.","['PHASE1', 'PHASE2']",False,WITHDRAWN,2022-04,2019-03-19,https://clinicaltrials.gov/study/NCT03880279,2022-04-01,0
NCT04324879,A Study of TQ-B3525 in the Treatment of Relapsed / Refractory Follicular Lymphoma (FL),"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.",['PHASE2'],False,UNKNOWN,2022-12,2020-03-27,https://clinicaltrials.gov/study/NCT04324879,2022-12-01,0
NCT03303079,Efficacy and Safety of Subcutaneous Administration of TEV-48125 for the Preventive Treatment of Chronic Migraine,"Otsuka Pharmaceutical Co., Ltd.","['PHASE2', 'PHASE3']",True,COMPLETED,2019-11-30,2017-10-05,https://clinicaltrials.gov/study/NCT03303079,2019-11-30,0
NCT03590379,Efficacy of Fixed Combination of Beclomethasone Dipropionate (BDP) + Formoterol Fumarate (FF) + Glycopyrronium Bromide (GB) (CHF 5993)Administered Via Dry Powder Inhaler (DPI) in Chronic Obstructive Pulmonary Disease (COPD),Chiesi Farmaceutici S.p.A.,['PHASE2'],False,COMPLETED,2018-10-16,2018-07-18,https://clinicaltrials.gov/study/NCT03590379,2018-10-16,0
NCT05970679,Clinical Trial to Evaluate the Efficacy and Safety of DW1125 and DW1125A,"Daewon Pharmaceutical Co., Ltd.",['PHASE3'],False,COMPLETED,2023-04-13,2023-08-01,https://clinicaltrials.gov/study/NCT05970679,2023-04-13,0
NCT05423379,XIENCE Skypoint Large Vessel Post Approval Study,Abbott Medical Devices,Unknown,False,ACTIVE_NOT_RECRUITING,2025-08-30,2022-06-21,https://clinicaltrials.gov/study/NCT05423379,2025-08-30,0
NCT03661879,Research Study of a New Medicine (NNC9204-1706) in People With Overweight or Obesity,Novo Nordisk A/S,['PHASE1'],False,COMPLETED,2019-09-05,2018-09-07,https://clinicaltrials.gov/study/NCT03661879,2019-09-05,0
NCT05113979,Early Feasibility Study to Evaluate the AccuraSee in Correcting Residual Refractive Errors After Cataract Surgery,OnPoint Vision Inc,Unknown,True,COMPLETED,2022-09-09,2021-11-09,https://clinicaltrials.gov/study/NCT05113979,2022-09-09,0
NCT05860179,Examination of Trends in Multiple Myeloma Trial Patient Experiences,Power Life Sciences Inc.,Unknown,False,NOT_YET_RECRUITING,2025-05,2023-05-16,https://clinicaltrials.gov/study/NCT05860179,2025-05-01,0
